markdown_date,store_id,sku,category,original_price,markdown_price,discount_pct,base_quantity_sold,markdown_quantity_sold,quantity_uplift_pct,markdown_duration_days,unit_cost,base_margin_dollars,markdown_margin_dollars
20201204,1283,107,Category 10,47.16,40.4,14.3,41,49,21.5,25,25.22,899,743
20201008,1646,8,Category 05,58.46,48.54,17.0,30,37,25.5,30,31.14,819,643
20200119,1164,154,Category 01,49.02,39.54,19.3,35,43,23.2,41,27.57,750,514
20200428,875,64,Category 01,60.14,52.76,12.3,37,42,14.7,26,32.22,1033,862
20201224,1094,39,Category 06,40.91,25.08,39.7,58,91,58.0,53,22.8,1050,207
20200602,1510,111,Category 04,56.58,49.71,12.1,50,59,18.2,25,28.95,1381,1224
20201122,1160,148,Category 03,33.04,24.44,26.0,33,43,31.2,50,19.46,448,214
20201118,1068,64,Category 01,58.84,37.43,36.4,20,28,43.7,26,32.22,532,145
20201208,1830,76,Category 05,38.46,32.34,15.9,62,76,23.9,38,22.03,1018,783
20200701,1925,39,Category 06,40.44,28.32,30.0,39,56,45.0,43,22.8,687,309
20200309,1937,67,Category 05,37.6,23.4,37.8,63,98,56.6,31,20.88,1053,246
20200602,1094,111,Category 04,59.64,38.58,35.3,48,73,53.0,16,28.95,1473,702
20201001,665,7,Category 06,59.7,48.58,18.6,39,49,27.9,41,33.79,1010,724
20200516,1232,154,Category 01,50.2,42.96,14.4,25,29,17.3,46,27.57,565,446
20200301,337,39,Category 06,42.58,32.88,22.8,47,63,34.2,36,22.8,929,635
20201118,1208,52,Category 06,36.53,27.19,25.6,61,84,38.4,24,20.74,963,541
20200412,206,107,Category 10,45.55,29.3,35.7,70,107,53.5,16,25.22,1423,436
20201214,1232,8,Category 05,59.56,44.66,25.0,57,78,37.5,30,31.14,1619,1054
20200213,1838,67,Category 05,38.41,29.79,22.4,61,81,33.7,39,20.88,1069,721
20200213,1822,107,Category 10,46.08,30.63,33.5,17,25,50.3,24,25.22,354,135
20200731,397,6,Category 06,60.98,45.92,24.7,66,90,37.0,39,32.93,1851,1169
20200202,1283,39,Category 06,42.24,37.44,11.4,40,46,17.0,45,22.8,777,673
20200628,665,110,Category 02,71.81,45.37,36.8,18,27,55.2,37,33.7,685,315
20200328,1838,8,Category 05,54.36,48.03,11.7,73,85,17.5,44,31.14,1695,1435
20200208,1763,67,Category 05,37.66,29.01,23.0,44,59,34.5,44,20.88,738,479
20200619,1843,6,Category 06,61.68,42.33,31.4,77,113,47.1,16,32.93,2213,1062
20201027,625,64,Category 01,63.4,56.53,10.8,52,58,13.0,39,32.22,1621,1409
20200128,639,8,Category 05,56.89,39.67,30.3,71,103,45.4,42,31.14,1828,878
20201208,98,110,Category 02,65.73,58.05,11.7,36,42,17.5,52,33.7,1153,1022
20200715,1712,76,Category 05,42.73,29.29,31.5,45,66,47.2,36,22.03,931,479
20200102,1712,83,Category 05,59.75,52.26,12.5,60,71,18.8,40,31.61,1688,1466
20201129,1937,107,Category 10,44.61,31.38,29.6,64,92,44.5,45,25.22,1240,566
20200513,567,8,Category 05,60.36,38.65,36.0,34,52,54.0,43,31.14,993,390
20200301,1452,83,Category 05,54.94,42.34,22.9,21,28,34.4,52,31.61,489,300
20201129,1354,57,Category 04,64.35,50.33,21.8,24,31,32.7,16,34.92,706,477
20201105,206,64,Category 01,56.36,41.98,25.5,42,54,30.6,24,32.22,1013,527
20200805,1452,1,Category 07,56.93,36.24,36.3,18,27,54.5,52,29.23,498,189
20200326,1459,46,Category 04,52.41,40.11,23.5,25,33,35.2,27,24.88,688,502
20201016,625,64,Category 01,61.42,54.05,12.0,55,62,14.4,35,32.22,1606,1353
20200804,574,52,Category 06,37.28,29.77,20.1,21,27,30.2,39,20.74,347,243
20201124,1540,39,Category 06,42.01,27.03,35.6,78,119,53.5,15,22.8,1498,503
20200409,303,148,Category 03,35.61,28.91,18.8,21,25,22.6,53,19.46,339,236
20200813,1094,111,Category 04,58.69,40.19,31.5,72,106,47.3,32,28.95,2141,1191
20200726,164,149,Category 03,29.9,26.17,12.5,53,60,15.0,33,18.29,615,472
20201007,397,7,Category 06,61.4,38.43,37.4,28,43,56.1,33,33.79,773,199
20200423,1616,8,Category 05,56.57,48.23,14.7,49,59,22.1,50,31.14,1246,1008
20200913,574,155,Category 01,42.35,37.53,11.4,25,28,13.7,15,22.82,488,411
20201228,545,154,Category 01,53.35,32.59,38.9,42,61,46.7,43,27.57,1082,306
20200223,978,67,Category 05,36.47,25.67,29.6,65,93,44.4,14,20.88,1013,445
20200127,1858,2,Category 01,31.8,26.5,16.7,76,91,20.0,41,15.99,1201,956
20200623,98,107,Category 10,44.83,39.68,11.5,79,92,17.2,41,25.22,1549,1330
20200205,545,110,Category 02,72.12,44.34,38.5,21,33,57.8,36,33.7,806,351
20200505,1587,52,Category 06,37.1,27.01,27.2,63,88,40.8,46,20.74,1030,551
20200804,209,39,Category 06,41.52,36.69,11.6,61,71,17.4,30,22.8,1141,986
20201103,1013,64,Category 01,61.48,52.96,13.9,22,25,16.6,31,32.22,643,518
20200422,178,8,Category 05,57.97,41.83,27.8,69,97,41.8,37,31.14,1851,1036
20200129,178,67,Category 05,41.59,35.61,14.4,42,51,21.6,18,20.88,869,751
20200208,171,110,Category 02,65.06,48.44,25.5,57,78,38.3,47,33.7,1787,1149
20200905,334,110,Category 02,68.91,59.29,14.0,38,45,20.9,24,33.7,1337,1151
20200915,1160,155,Category 01,44.43,34.76,21.8,62,78,26.1,54,22.82,1339,931
20201015,338,67,Category 05,38.73,27.37,29.3,79,113,44.0,41,20.88,1410,733
20200410,1328,110,Category 02,67.13,56.75,15.5,60,73,23.2,22,33.7,2005,1682
20200825,337,39,Category 06,44.85,29.83,33.5,74,111,50.2,26,22.8,1631,780
20201208,875,7,Category 06,59.87,53.46,10.7,60,69,16.1,25,33.79,1564,1357
20200311,1510,39,Category 06,40.23,29.02,27.9,35,49,41.8,27,22.8,610,304
20200720,1020,111,Category 04,54.32,44.48,18.1,15,19,27.2,16,28.95,380,295
20200118,377,148,Category 03,35.54,24.9,29.9,17,23,35.9,14,19.46,273,125
20201228,978,57,Category 04,69.96,58.34,16.6,70,87,24.9,44,34.92,2452,2037
20200530,1094,52,Category 06,39.29,29.15,25.8,69,95,38.7,40,20.74,1279,798
20200329,339,39,Category 06,41.31,25.22,38.9,77,121,58.4,27,22.8,1425,292
20200220,871,3,Category 01,40.77,35.97,11.8,71,81,14.1,31,22.1,1325,1123
20201201,871,67,Category 05,40.59,30.42,25.1,24,33,37.6,54,20.88,473,314
20200506,1712,64,Category 01,57.45,46.27,19.5,26,32,23.4,31,32.22,655,449
20200530,371,149,Category 03,32.48,28.38,12.6,15,17,15.1,42,18.29,212,171
20200420,1020,83,Category 05,60.24,52.65,12.6,30,35,18.9,27,31.61,858,736
20201114,999,148,Category 03,32.53,28.63,12.0,33,37,14.4,31,19.46,431,339
20201202,1027,8,Category 05,61.86,49.35,20.2,48,62,30.3,20,31.14,1474,1129
20200724,1925,148,Category 03,35.29,27.14,23.1,42,53,27.7,37,19.46,664,407
20200322,1537,3,Category 01,38.63,34.52,10.6,29,32,12.8,38,22.1,479,397
20200518,171,67,Category 05,41.03,30.95,24.6,50,68,36.9,32,20.88,1007,684
20201102,1101,1,Category 07,58.04,50.45,13.1,65,77,19.6,46,29.23,1872,1633
20200706,273,154,Category 01,48.4,38.25,21.0,24,30,25.2,35,27.57,499,320
20200305,210,52,Category 06,38.72,34.34,11.3,49,57,17.0,47,20.74,881,775
20200807,249,64,Category 01,60.96,41.09,32.6,28,38,39.1,15,32.22,804,337
20201024,206,8,Category 05,61.09,45.21,26.0,23,31,39.0,26,31.14,688,436
20200106,871,7,Category 06,60.41,42.01,30.5,18,26,45.7,44,33.79,479,213
20200403,579,111,Category 04,60.51,45.4,25.0,72,98,37.5,50,28.95,2272,1612
20200617,485,83,Category 05,60.75,51.74,14.8,50,61,22.2,31,31.61,1457,1227
20200710,545,153,Category 02,82.79,55.94,32.4,30,44,48.6,55,40.66,1263,672
20200406,486,7,Category 06,60.63,42.82,29.4,45,64,44.1,42,33.79,1207,577
20200706,871,39,Category 06,45.08,37.87,16.0,55,68,24.0,25,22.8,1225,1024
20200208,1843,6,Category 06,63.33,47.66,24.7,39,53,37.1,54,32.93,1185,780
20200906,1540,1,Category 07,53.6,41.0,23.5,22,29,35.3,54,29.23,536,341
20201028,273,107,Category 10,45.62,28.12,38.4,17,26,57.5,33,25.22,346,75
20200103,1232,57,Category 04,71.25,58.08,18.5,36,45,27.7,21,34.92,1307,1042
20201204,865,3,Category 01,42.23,37.21,11.9,75,85,14.3,39,22.1,1509,1284
20200331,871,111,Category 04,53.6,32.59,39.2,34,53,58.8,32,28.95,838,192
20200704,485,111,Category 04,58.7,36.64,37.6,49,76,56.4,37,28.95,1457,584
20201108,164,57,Category 04,73.07,52.71,27.9,44,62,41.8,28,34.92,1678,1102
20200222,999,7,Category 06,65.67,41.46,36.9,28,43,55.3,18,33.79,892,329
20200809,381,111,Category 04,56.17,35.16,37.4,31,48,56.1,48,28.95,843,298
20200319,625,67,Category 05,37.6,24.75,34.2,43,65,51.3,17,20.88,718,251
20200811,337,148,Category 03,31.96,22.62,29.2,76,102,35.1,24,19.46,950,322
20201123,904,83,Category 05,61.77,37.98,38.5,70,110,57.8,48,31.61,2111,700
20200916,1393,83,Category 05,58.97,39.46,33.1,72,107,49.6,51,31.61,1969,839
20200126,579,1,Category 07,57.77,47.08,18.5,43,54,27.8,27,29.23,1227,963
20201204,210,8,Category 05,55.55,34.9,37.2,22,34,55.8,25,31.14,537,127
20200609,1589,39,Category 06,40.58,33.98,16.3,79,98,24.4,40,22.8,1404,1095
20200610,721,110,Category 02,65.82,46.89,28.8,78,111,43.1,36,33.7,2505,1464
20200624,397,2,Category 01,28.16,17.59,38.0,35,50,45.0,17,15.99,425,79
20200626,303,7,Category 06,62.66,53.7,14.3,73,88,21.4,44,33.79,2107,1752
20200509,1822,6,Category 06,58.95,37.29,36.7,65,100,55.1,40,32.93,1691,435
20201117,1858,107,Category 10,44.58,32.08,28.0,17,24,42.1,25,25.22,329,164
20200713,508,1,Category 07,51.9,35.03,32.5,77,114,48.8,46,29.23,1745,661
20200802,567,153,Category 02,84.31,66.1,21.6,40,52,32.4,50,40.66,1746,1322
20200413,1425,153,Category 02,84.77,62.07,26.8,19,26,40.2,46,40.66,838,556
20200414,274,39,Category 06,45.24,31.72,29.9,18,26,44.8,26,22.8,403,231
20200114,1020,111,Category 04,52.94,47.58,10.1,26,29,15.2,30,28.95,623,540
20200103,1763,7,Category 06,63.64,48.7,23.5,79,106,35.2,27,33.79,2358,1580
20200509,1354,2,Category 01,29.33,18.48,37.0,76,109,44.4,32,15.99,1013,271
20201203,1452,111,Category 04,60.14,49.49,17.7,56,70,26.6,50,28.95,1746,1437
20200926,1259,149,Category 03,30.7,21.27,30.7,27,36,36.9,34,18.29,335,107
20201022,603,153,Category 02,88.81,76.77,13.6,74,89,20.3,27,40.66,3563,3213
20200808,1587,83,Category 05,59.25,38.05,35.8,39,59,53.7,26,31.61,1077,379
20200913,339,83,Category 05,57.58,35.21,38.9,72,113,58.3,19,31.61,1869,406
20200527,1763,1,Category 07,54.96,49.09,10.7,26,30,16.0,25,29.23,668,595
20200816,865,107,Category 10,44.35,32.93,25.8,46,63,38.6,32,25.22,879,485
20201028,339,110,Category 02,72.58,46.06,36.5,33,51,54.8,27,33.7,1283,630
20200420,904,52,Category 06,37.26,26.77,28.2,45,64,42.2,55,20.74,743,385
20201220,171,67,Category 05,38.69,24.32,37.1,26,40,55.7,41,20.88,463,137
20200204,1160,155,Category 01,41.81,32.65,21.9,23,29,26.3,44,22.82,436,285
20201017,1094,111,Category 04,58.86,36.89,37.3,67,104,56.0,54,28.95,2003,825
20200630,339,3,Category 01,43.64,34.9,20.0,22,27,24.0,40,22.1,473,345
20200519,371,76,Category 05,40.88,25.97,36.5,26,40,54.7,50,22.03,490,157
20200202,978,76,Category 05,40.62,31.6,22.2,17,22,33.3,32,22.03,316,210
20200126,1843,83,Category 05,62.47,39.42,36.9,50,77,55.3,55,31.61,1543,601
20200524,1710,111,Category 04,59.54,38.06,36.1,65,100,54.1,33,28.95,1988,911
20200415,567,110,Category 02,67.43,41.59,38.3,50,78,57.5,43,33.7,1686,615
20200813,1425,3,Category 01,38.26,25.69,32.8,48,66,39.4,42,22.1,775,236
20200429,171,111,Category 04,54.33,45.02,17.1,47,59,25.7,55,28.95,1192,948
20200317,273,2,Category 01,27.65,17.59,36.6,24,34,43.7,22,15.99,279,54
20200128,303,110,Category 02,67.48,54.69,18.9,26,33,28.4,46,33.7,878,692
20200903,1302,7,Category 06,66.14,47.87,27.6,21,29,41.4,39,33.79,679,408
20200602,1027,7,Category 06,58.9,46.02,21.9,62,82,32.8,16,33.79,1556,1002
20201223,303,3,Category 01,44.03,32.0,27.3,23,30,32.8,48,22.1,504,296
20200615,614,2,Category 01,29.56,23.38,20.9,35,43,25.1,52,15.99,474,317
20200623,1822,46,Category 04,50.06,44.77,10.6,16,18,15.9,27,24.88,402,358
20200222,1589,2,Category 01,29.87,26.28,12.0,54,61,14.4,52,15.99,749,627
20200219,1068,154,Category 01,51.61,34.59,33.0,46,64,39.6,33,27.57,1105,449
20201109,1328,64,Category 01,63.46,50.15,21.0,22,27,25.2,51,32.22,687,484
20200414,679,76,Category 05,43.61,34.85,20.1,33,42,30.1,41,22.03,712,538
20201029,1311,52,Category 06,36.4,32.52,10.6,76,88,16.0,27,20.74,1190,1036
20201128,1393,8,Category 05,59.03,43.31,26.6,34,47,39.9,41,31.14,948,571
20200907,1311,153,Category 02,80.59,64.53,19.9,39,50,29.9,29,40.66,1557,1193
20200310,338,57,Category 04,64.95,57.21,11.9,49,57,17.9,15,34.92,1471,1270
20200205,574,149,Category 03,31.83,20.73,34.9,24,34,41.8,14,18.29,324,82
20200127,1589,154,Category 01,54.06,35.31,34.7,54,76,41.6,24,27.57,1430,588
20200215,1328,57,Category 04,69.03,51.42,25.5,79,109,38.3,21,34.92,2694,1798
20200302,567,111,Category 04,58.02,35.79,38.3,73,114,57.5,44,28.95,2122,779
20201012,1937,155,Category 01,41.42,36.17,12.7,51,58,15.2,39,22.82,948,774
20200324,679,110,Category 02,64.59,40.02,38.0,46,72,57.1,52,33.7,1420,455
20200519,1393,110,Category 02,68.26,53.09,22.2,21,28,33.3,42,33.7,725,542
20200716,1232,155,Category 01,44.19,30.76,30.4,62,84,36.5,48,22.82,1324,666
20200312,210,46,Category 04,46.19,36.24,21.5,27,35,32.3,27,24.88,575,397
20200304,334,154,Category 01,52.02,41.27,20.7,41,51,24.8,33,27.57,1002,698
20200701,1634,3,Category 01,41.28,28.2,31.7,55,75,38.0,52,22.1,1054,457
20200531,567,52,Category 06,36.29,23.04,36.5,55,85,54.8,54,20.74,855,195
20201125,579,111,Category 04,60.34,37.66,37.6,26,40,56.4,37,28.95,816,348
20200111,274,110,Category 02,74.13,60.09,18.9,48,61,28.4,53,33.7,1940,1609
20200501,397,39,Category 06,45.07,31.94,29.1,63,90,43.7,39,22.8,1403,822
20200701,1283,107,Category 10,46.96,38.76,17.5,71,89,26.2,27,25.22,1543,1205
20201029,339,6,Category 06,64.75,47.96,25.9,26,36,38.9,19,32.93,827,541
20200930,209,7,Category 06,62.06,39.93,35.7,35,53,53.5,54,33.79,989,325
20200909,171,7,Category 06,59.24,37.17,38.7,29,45,55.9,30,33.79,738,152
20201201,1537,6,Category 06,65.74,47.25,28.1,31,44,42.2,27,32.93,1017,630
20200723,1537,83,Category 05,62.75,48.42,22.8,73,98,34.3,50,31.61,2273,1647
20200529,1101,83,Category 05,56.6,40.8,27.9,65,92,41.9,28,31.61,1624,845
20200728,639,67,Category 05,36.72,25.87,29.6,74,106,44.3,20,20.88,1172,528
20200715,1646,76,Category 05,40.84,29.3,28.3,37,52,42.4,30,22.03,695,378
20201121,178,8,Category 05,59.54,49.21,17.4,36,45,26.0,37,31.14,1022,813
20201111,1634,52,Category 06,37.48,24.16,35.5,47,72,53.3,55,20.74,786,246
20200705,1843,64,Category 01,57.51,38.13,33.7,64,89,40.4,45,32.22,1618,525
20200521,1616,64,Category 01,57.36,51.01,11.1,30,33,13.3,55,32.22,754,620
20200502,425,153,Category 02,85.21,55.39,35.0,70,106,52.5,42,40.66,3118,1561
20200415,339,83,Category 05,55.95,50.18,10.3,24,27,15.5,23,31.61,584,501
20200503,1858,155,Category 01,44.48,38.73,12.9,72,83,15.5,47,22.82,1559,1320
20200522,63,3,Category 01,40.35,33.98,15.8,76,90,18.9,20,22.1,1387,1069
20200314,603,107,Category 10,43.92,29.41,33.0,44,65,49.6,35,25.22,822,272
20200804,338,110,Category 02,68.02,57.23,15.9,21,25,23.8,30,33.7,720,588
20201206,274,67,Category 05,36.69,29.21,20.4,73,95,30.6,26,20.88,1154,791
20200316,1068,149,Category 03,32.16,25.97,19.3,73,89,23.1,19,18.29,1012,683
20200418,98,83,Category 05,57.48,46.93,18.4,23,29,27.5,24,31.61,595,444
20200310,1589,149,Category 03,31.93,28.36,11.2,74,83,13.4,53,18.29,1009,835
20200122,1763,149,Category 03,33.48,29.58,11.7,50,56,14.0,43,18.29,759,632
20201012,1937,39,Category 06,40.38,26.76,33.7,73,109,50.6,15,22.8,1283,431
20200822,232,52,Category 06,39.69,25.98,34.5,42,63,51.8,26,20.74,795,330
20201003,1354,64,Category 01,59.84,39.57,33.9,77,108,40.6,30,32.22,2126,793
20200719,639,64,Category 01,63.64,54.41,14.5,34,39,17.4,24,32.22,1068,865
20200309,1302,39,Category 06,42.91,33.49,22.0,53,70,32.9,27,22.8,1065,748
20200921,1302,67,Category 05,36.16,22.97,36.9,23,35,54.7,40,20.88,351,73
20201017,485,83,Category 05,58.9,41.0,30.4,25,36,45.6,17,31.61,682,338
20200105,1232,148,Category 03,31.53,26.81,15.0,36,42,18.0,47,19.46,434,308
20201022,339,155,Category 01,42.96,32.94,23.3,46,58,28.0,39,22.82,926,586
20201129,1283,3,Category 01,41.68,30.57,26.7,64,84,32.0,28,22.1,1253,711
20200329,1936,148,Category 03,35.04,28.94,17.4,20,24,20.9,52,19.46,311,227
20200404,1164,153,Category 02,86.3,54.52,36.8,65,100,55.2,38,40.66,2966,1386
20200324,171,107,Category 10,46.32,31.77,31.4,61,89,47.1,18,25.22,1287,582
20200207,875,39,Category 06,44.8,34.77,22.4,37,49,33.6,27,22.8,813,586
20200413,1259,155,Category 01,39.64,30.8,22.3,39,49,26.8,38,22.82,655,391
20200424,1329,110,Category 02,67.78,44.48,34.4,64,97,51.6,55,33.7,2181,1045
20200308,1587,8,Category 05,60.98,53.13,12.9,28,33,19.3,46,31.14,835,725
20200912,98,107,Category 10,46.76,39.4,15.7,67,82,23.6,17,25.22,1443,1162
20201112,1311,67,Category 05,37.0,28.89,21.9,36,47,32.9,52,20.88,580,376
20200707,1232,67,Category 05,40.73,29.9,26.6,76,106,39.9,17,20.88,1508,956
20200730,377,7,Category 06,64.33,50.01,22.3,45,60,33.4,35,33.79,1374,973
20200908,397,153,Category 02,86.69,57.0,34.3,48,72,51.4,44,40.66,2209,1176
20201027,397,148,Category 03,33.35,29.15,12.6,32,36,15.1,19,19.46,444,348
20200509,1020,110,Category 02,72.72,44.17,39.3,75,119,58.9,36,33.7,2926,1245
20200413,1311,148,Category 03,33.47,26.71,20.2,46,57,24.2,55,19.46,644,413
20201226,1712,148,Category 03,32.77,24.4,25.5,57,74,30.6,24,19.46,758,365
20201208,1182,64,Category 01,62.61,47.91,23.5,15,19,28.2,52,32.22,455,298
20200210,206,2,Category 01,30.5,25.02,18.0,72,87,21.6,22,15.99,1044,785
20200118,164,67,Category 05,37.1,29.49,20.5,64,83,30.8,30,20.88,1038,714
20200718,1208,39,Category 06,40.59,25.87,36.3,73,112,54.4,52,22.8,1298,343
20200719,232,154,Category 01,48.7,30.33,39.5,43,62,45.3,51,27.57,908,171
20200515,1182,2,Category 01,29.82,26.1,12.5,70,80,15.0,25,15.99,968,808
20201222,249,83,Category 05,60.73,46.41,23.6,49,66,35.4,51,31.61,1426,976
20200922,545,83,Category 05,62.4,41.0,34.3,67,101,51.4,34,31.61,2062,948
20201208,377,155,Category 01,39.57,34.24,13.5,61,70,16.2,16,22.82,1021,799
20200317,679,7,Category 06,66.93,41.2,38.5,69,108,57.7,48,33.79,2286,800
20200615,1327,83,Category 05,59.33,39.3,33.8,34,51,50.6,23,31.61,942,392
20200329,485,52,Category 06,36.86,31.97,13.3,40,47,19.9,48,20.74,644,527
20200722,63,110,Category 02,68.61,57.29,16.5,59,73,24.7,24,33.7,2059,1722
20200620,377,2,Category 01,28.49,23.69,16.9,20,24,20.2,53,15.99,249,184
20201013,339,148,Category 03,35.04,24.28,30.7,79,108,36.8,40,19.46,1230,520
20200622,1094,7,Category 06,64.74,45.84,29.2,15,21,43.8,32,33.79,464,253
20201114,274,2,Category 01,28.28,25.25,10.7,21,23,12.9,42,15.99,258,212
20200910,531,3,Category 01,40.08,33.36,16.8,57,68,20.1,32,22.1,1024,765
20200624,1027,148,Category 03,31.43,24.65,21.6,77,96,25.9,21,19.46,921,498
20200729,337,110,Category 02,72.96,44.69,38.8,33,52,58.1,35,33.7,1295,571
20200205,1625,7,Category 06,63.99,42.72,33.2,28,41,49.9,52,33.79,845,366
20200917,633,8,Category 05,59.76,44.69,25.2,45,62,37.8,35,31.14,1287,840
20200330,381,64,Category 01,57.02,50.69,11.1,40,45,13.3,53,32.22,992,831
20201002,63,155,Category 01,41.38,29.34,29.1,53,71,34.9,16,22.82,983,462
20200208,639,57,Category 04,68.75,43.98,36.0,32,49,54.0,51,34.92,1082,443
20200319,1712,154,Category 01,51.44,34.91,32.1,61,84,38.6,30,27.57,1456,616
20200823,1646,6,Category 06,65.33,41.89,35.9,33,50,53.8,38,32.93,1069,448
20201123,625,76,Category 05,43.25,37.21,14.0,30,36,20.9,28,22.03,636,546
20200819,1068,3,Category 01,43.94,28.74,34.6,69,97,41.5,50,22.1,1506,644
20201123,1556,6,Category 06,57.73,43.31,25.0,74,101,37.5,25,32.93,1835,1048
20200513,600,107,Category 10,49.6,41.67,16.0,43,53,24.0,20,25.22,1048,871
20200118,875,1,Category 07,54.9,48.04,12.5,70,83,18.7,55,29.23,1796,1561
20201227,978,153,Category 02,85.83,74.56,13.1,27,32,19.7,41,40.66,1219,1084
20201001,1634,8,Category 05,56.39,41.09,27.1,15,21,40.7,18,31.14,378,208
20200929,904,6,Category 06,58.19,39.34,32.4,20,29,48.6,34,32.93,505,185
20200324,1459,52,Category 06,38.08,22.88,39.9,74,118,59.9,54,20.74,1283,252
20201010,639,39,Category 06,39.51,31.39,20.5,48,62,30.8,46,22.8,802,532
20201029,1838,46,Category 04,51.71,31.74,38.6,26,41,57.9,28,24.88,697,281
20201012,871,39,Category 06,43.72,39.13,10.5,26,30,15.7,40,22.8,543,489
20200407,721,149,Category 03,32.37,26.6,17.8,34,41,21.4,35,18.29,478,340
20200620,1259,153,Category 02,88.1,53.53,39.2,39,61,58.9,35,40.66,1850,785
20200418,1452,1,Category 07,55.25,37.54,32.1,75,111,48.1,22,29.23,1951,922
20200124,679,64,Category 01,59.91,39.98,33.3,75,104,39.9,15,32.22,2076,807
20200817,178,64,Category 01,62.15,54.78,11.9,60,68,14.2,20,32.22,1795,1534
20201113,1712,149,Category 03,30.35,26.47,12.8,54,62,15.3,51,18.29,651,507
20200715,1710,83,Category 05,55.96,34.77,38.9,53,83,56.8,54,31.61,1290,262
20201201,1425,6,Category 06,64.89,51.48,20.7,17,22,31.0,20,32.93,543,408
20200913,1094,7,Category 06,58.88,47.16,19.9,55,71,29.9,32,33.79,1379,949
20200723,1936,111,Category 04,61.13,40.02,34.5,48,72,51.8,50,28.95,1544,797
20200330,614,2,Category 01,30.26,24.81,18.0,66,80,21.6,16,15.99,941,705
20200917,999,155,Category 01,42.53,37.5,11.8,32,36,14.2,50,22.82,630,528
20200625,633,6,Category 06,57.75,39.88,30.9,34,49,46.4,46,32.93,843,340
20200113,875,6,Category 06,64.37,56.48,12.3,15,17,18.4,44,32.93,471,400
20200610,1327,153,Category 02,86.74,73.74,15.0,44,53,22.5,48,40.66,2027,1753
20200613,904,107,Category 10,45.23,34.3,24.2,36,49,36.2,15,25.22,720,444
20200402,1161,57,Category 04,71.71,49.08,31.6,78,114,47.3,34,34.92,2869,1614
20200610,1452,52,Category 06,37.6,23.64,37.1,54,84,55.7,37,20.74,910,243
20200620,574,110,Category 02,64.98,49.66,23.6,28,37,35.4,37,33.7,875,590
20200725,232,6,Category 06,61.34,49.06,20.0,31,40,30.0,54,32.93,880,645
20201120,1354,1,Category 07,53.14,41.03,22.8,36,48,34.2,26,29.23,860,566
20200505,171,149,Category 03,30.17,23.28,22.8,20,25,27.4,47,18.29,237,124
20200520,614,2,Category 01,28.82,21.09,26.8,60,79,32.2,18,15.99,769,402
20200402,209,83,Category 05,55.51,35.22,36.6,63,97,54.8,16,31.61,1505,350
20200121,1843,64,Category 01,61.42,38.86,36.7,46,66,44.1,28,32.22,1343,438
20200706,1763,6,Category 06,62.1,37.67,39.3,39,62,59.0,55,32.93,1137,293
20200418,1925,6,Category 06,62.97,55.13,12.5,62,73,18.7,36,32.93,1862,1620
20201204,865,83,Category 05,59.01,39.24,33.5,69,103,50.3,30,31.61,1890,785
20200824,1838,1,Category 07,51.28,32.15,39.7,36,56,56.0,29,29.23,793,163
20201204,1329,155,Category 01,44.02,29.41,33.2,31,43,39.8,31,22.82,657,283
20200616,1857,148,Category 03,33.45,29.66,11.3,79,89,13.6,17,19.46,1105,907
20200515,232,2,Category 01,31.7,23.11,27.1,43,56,32.5,32,15.99,675,398
20200429,579,64,Category 01,58.01,50.02,13.8,16,18,16.5,31,32.22,412,320
20200912,1589,6,Category 06,56.91,47.03,17.4,59,74,26.0,54,32.93,1414,1043
20201025,790,111,Category 04,53.4,35.68,33.2,32,47,49.8,44,28.95,782,316
20200515,508,110,Category 02,65.22,48.95,24.9,68,93,37.4,19,33.7,2143,1418
20200628,1843,7,Category 06,66.2,44.14,33.3,75,112,50.0,52,33.79,2430,1159
20200121,1094,52,Category 06,37.82,31.77,16.0,38,47,24.0,37,20.74,649,518
20200819,1161,52,Category 06,36.44,30.11,17.4,26,32,26.1,39,20.74,408,299
20201029,999,111,Category 04,54.48,45.81,15.9,71,87,23.9,49,28.95,1812,1466
20200801,1101,67,Category 05,39.9,24.18,39.4,19,30,59.1,39,20.88,361,99
20200627,164,64,Category 01,62.88,49.61,21.1,76,95,25.3,51,32.22,2330,1652
20200226,1354,107,Category 10,46.0,39.53,14.1,63,76,21.1,19,25.22,1309,1087
20201003,1160,154,Category 01,47.7,31.92,33.1,71,99,39.7,35,27.57,1429,430
20201007,614,3,Category 01,40.24,29.91,25.7,15,19,30.8,43,22.1,272,148
20201201,1329,154,Category 01,48.0,33.04,31.2,79,108,37.4,55,27.57,1613,590
20200902,210,64,Category 01,61.72,47.68,22.7,18,22,27.3,40,32.22,531,340
20200119,178,2,Category 01,28.21,21.9,22.4,66,83,26.8,36,15.99,806,490
20200328,232,67,Category 05,37.18,27.17,26.9,74,103,40.4,19,20.88,1206,647
20200731,486,67,Category 05,40.53,34.83,14.1,35,42,21.1,48,20.88,687,585
20201107,1013,1,Category 07,53.06,33.01,37.8,53,83,56.7,45,29.23,1262,313
20201029,98,148,Category 03,31.94,28.52,10.7,43,48,12.8,14,19.46,536,434
20200721,721,154,Category 01,51.32,44.23,13.8,77,89,16.6,36,27.57,1828,1482
20200801,381,8,Category 05,60.63,53.93,11.0,62,72,16.6,16,31.14,1828,1640
20200823,1540,6,Category 06,65.75,57.25,12.9,64,76,19.4,39,32.93,2100,1848
