date,store_id,product_id,product_category,quantity_demanded,on_hand_inventory,safety_stock,current_price,base_price,cost_price,gross_margin,margin_percentage,competitor_price,price_elasticity,is_promoted,promotion_discount_pct,days_inventory,stockout_risk
20220523,10,102,Clothing,13,29,45,61.56,60.75,36.94,24.62,40.0,65.91,0.9926,0,0.0,2.07,1
20220524,10,102,Clothing,17,55,45,59.05,66.28,35.43,23.62,40.0,54.37,1.0586,0,0.0,3.06,0
20220525,10,102,Clothing,17,31,45,24.22,22.7,14.53,9.69,40.0,23.46,0.966,0,0.0,1.72,1
20220526,10,102,Clothing,10,5,45,31.37,35.25,18.82,12.55,40.0,29.71,1.0585,1,15.56,0.45,1
20220527,10,102,Clothing,20,53,45,30.63,30.48,18.38,12.25,40.0,31.06,0.9958,0,0.0,2.52,0
20220528,10,102,Clothing,21,75,45,70.19,64.56,42.12,28.08,40.0,68.63,0.9584,1,17.87,3.41,0
20220529,10,102,Clothing,17,86,45,70.02,64.4,42.01,28.01,40.0,66.49,0.9583,0,0.0,4.78,0
20220530,10,102,Clothing,12,29,45,108.13,91.12,64.88,43.25,40.0,116.54,0.9176,0,0.0,2.23,1
20220531,10,102,Clothing,17,59,45,26.94,29.71,16.16,10.77,40.0,24.51,1.0482,0,0.0,3.28,0
20220601,10,102,Clothing,16,16,45,41.72,45.05,25.03,16.69,40.0,45.47,1.0378,0,0.0,0.94,1
20220602,10,102,Clothing,21,83,45,17.22,15.58,10.33,6.89,40.0,17.49,0.9483,0,0.0,3.77,0
20220603,10,102,Clothing,16,99,45,38.11,35.54,22.87,15.25,40.0,40.78,0.9643,0,0.0,5.82,0
20220604,10,102,Clothing,20,55,45,45.91,57.16,27.55,18.36,40.0,43.25,1.1147,0,0.0,2.62,0
20220605,10,102,Clothing,15,36,45,20.0,17.58,12.0,8.0,40.0,18.87,0.9353,1,38.6,2.25,1
20220606,10,102,Clothing,22,70,45,18.63,21.18,11.18,7.45,40.0,17.23,1.0634,0,0.0,3.04,0
20220607,10,102,Clothing,12,73,45,31.25,35.29,18.75,12.5,40.0,32.64,1.061,1,25.27,5.62,0
20220608,10,102,Clothing,14,72,45,30.77,26.84,18.46,12.31,40.0,29.18,0.9324,1,19.51,4.8,0
20220609,10,102,Clothing,20,44,45,37.77,37.68,22.66,15.11,40.0,34.68,0.9975,0,0.0,2.1,1
20220610,10,102,Clothing,14,85,45,17.0,16.07,10.2,6.8,40.0,17.68,0.9695,1,22.28,5.67,0
20220611,10,102,Clothing,13,94,45,46.32,43.0,27.79,18.53,40.0,45.81,0.9624,1,35.87,6.71,0
20220612,10,102,Clothing,18,78,45,100.7,84.37,60.42,40.28,40.0,93.78,0.9149,0,0.0,4.11,0
20220613,10,102,Clothing,25,7,45,57.6,63.3,34.56,23.04,40.0,54.84,1.0475,0,0.0,0.27,1
20220614,10,102,Clothing,23,71,45,66.43,76.39,39.86,26.57,40.0,60.47,1.0715,0,0.0,2.96,0
20220615,10,102,Clothing,18,45,45,52.51,56.82,31.5,21.0,40.0,48.57,1.0393,0,0.0,2.37,1
20220616,10,102,Clothing,10,49,45,19.06,19.48,11.44,7.62,40.0,20.46,1.0083,0,0.0,4.45,0
20220617,10,102,Clothing,16,6,45,26.68,24.03,16.01,10.67,40.0,28.81,0.9472,0,0.0,0.35,1
20220618,10,102,Clothing,23,37,45,42.64,52.29,25.58,17.06,40.0,42.28,1.1061,0,0.0,1.54,1
20220619,10,102,Clothing,15,41,45,18.92,17.92,11.35,7.57,40.0,18.67,0.9708,0,0.0,2.56,1
20220620,10,102,Clothing,20,20,45,52.36,61.36,31.42,20.95,40.0,48.22,1.0815,1,36.31,0.95,1
20220621,10,102,Clothing,17,63,45,59.11,59.9,35.47,23.64,40.0,63.97,1.0058,0,0.0,3.5,0
20220622,10,102,Clothing,10,31,45,28.49,25.97,17.09,11.4,40.0,26.89,0.9531,0,0.0,2.82,1
20220623,10,102,Clothing,20,73,45,78.04,91.45,46.83,31.22,40.0,84.96,1.0818,0,0.0,3.48,0
20220624,10,102,Clothing,15,97,45,93.21,85.97,55.92,37.28,40.0,99.88,0.9599,0,0.0,6.06,0
20220625,10,102,Clothing,13,68,45,51.37,52.12,30.82,20.55,40.0,52.43,1.0063,0,0.0,4.86,0
20220626,10,102,Clothing,15,50,45,82.87,99.85,49.72,33.15,40.0,74.94,1.097,1,30.43,3.12,0
20220627,10,102,Clothing,11,39,45,90.25,89.74,54.15,36.1,40.0,92.96,0.9966,0,0.0,3.25,1
20220628,10,102,Clothing,15,86,45,90.25,92.5,54.15,36.1,40.0,82.39,1.0118,0,0.0,5.38,0
20220629,10,102,Clothing,13,38,45,97.33,85.13,58.4,38.93,40.0,96.73,0.9347,0,0.0,2.71,1
20220630,10,102,Clothing,13,74,45,64.26,69.49,38.55,25.7,40.0,69.58,1.0391,0,0.0,5.29,0
20220701,10,102,Clothing,14,89,45,80.29,71.25,48.17,32.11,40.0,82.89,0.9415,0,0.0,5.93,0
20220702,10,102,Clothing,16,5,45,35.01,37.79,21.0,14.0,40.0,31.59,1.0376,1,31.47,0.29,1
20220703,10,102,Clothing,11,25,45,116.56,97.69,69.94,46.63,40.0,125.17,0.9151,0,0.0,2.08,1
20220704,10,102,Clothing,12,75,45,59.26,57.59,35.56,23.71,40.0,55.62,0.9849,1,37.33,5.77,0
20220705,10,102,Clothing,8,24,45,93.56,84.74,56.13,37.42,40.0,93.82,0.9512,0,0.0,2.67,1
20220706,10,102,Clothing,19,14,45,69.45,68.71,41.67,27.78,40.0,70.6,0.9939,0,0.0,0.7,1
20220707,10,102,Clothing,17,90,45,27.08,31.0,16.25,10.83,40.0,29.51,1.0679,0,0.0,5.0,0
20220708,10,102,Clothing,13,77,45,25.87,25.61,15.52,10.35,40.0,24.76,0.993,0,0.0,5.5,0
20220709,10,102,Clothing,13,53,45,94.85,97.16,56.91,37.94,40.0,97.24,1.0115,0,0.0,3.79,0
20220710,10,102,Clothing,12,31,45,83.51,78.04,50.11,33.41,40.0,86.75,0.9661,0,0.0,2.38,1
20220711,10,102,Clothing,10,91,45,83.34,79.54,50.01,33.34,40.0,85.48,0.9763,0,0.0,8.27,0
20220712,10,102,Clothing,18,70,45,26.98,23.98,16.19,10.79,40.0,24.67,0.941,0,0.0,3.68,0
20220713,10,102,Clothing,17,24,45,89.57,83.78,53.74,35.83,40.0,95.86,0.9666,0,0.0,1.33,1
20220714,10,102,Clothing,11,50,45,64.28,69.44,38.57,25.71,40.0,67.81,1.0386,0,0.0,4.17,0
20220715,10,102,Clothing,16,81,45,55.55,67.8,33.33,22.22,40.0,52.34,1.1038,1,32.77,4.76,0
20220716,10,102,Clothing,13,58,45,67.03,57.55,40.22,26.81,40.0,72.33,0.9259,0,0.0,4.14,0
20220717,10,102,Clothing,10,94,45,50.78,44.82,30.47,20.31,40.0,48.85,0.9385,0,0.0,8.55,0
20220718,10,102,Clothing,9,54,45,59.04,49.47,35.43,23.62,40.0,59.81,0.9145,0,0.0,5.4,0
20220719,10,102,Clothing,11,30,45,84.1,92.8,50.46,33.64,40.0,79.0,1.0498,0,0.0,2.5,1
20220720,10,102,Clothing,13,40,45,33.95,32.48,20.37,13.58,40.0,31.85,0.9766,0,0.0,2.86,1
20220721,10,102,Clothing,10,34,45,45.46,54.87,27.27,18.18,40.0,41.76,1.0975,1,13.14,3.09,1
20220722,10,102,Clothing,9,57,45,56.97,50.95,34.18,22.79,40.0,57.49,0.9448,1,17.11,5.7,0
20220723,10,102,Clothing,16,22,45,24.66,29.02,14.8,9.86,40.0,24.85,1.0826,0,0.0,1.29,1
20220724,10,102,Clothing,15,35,45,76.79,73.03,46.07,30.71,40.0,71.27,0.9746,0,0.0,2.19,1
20220725,10,102,Clothing,13,52,45,38.47,44.05,23.08,15.39,40.0,39.81,1.0687,0,0.0,3.71,0
20220726,10,102,Clothing,14,45,45,106.15,98.78,63.69,42.46,40.0,112.11,0.9642,0,0.0,3.0,1
20220727,10,102,Clothing,11,11,45,50.03,47.54,30.02,20.01,40.0,47.2,0.9739,1,27.2,0.92,1
20220728,10,102,Clothing,14,22,45,22.89,23.36,13.73,9.15,40.0,21.82,1.0081,0,0.0,1.47,1
20220729,10,102,Clothing,9,19,45,74.91,68.82,44.94,29.96,40.0,72.14,0.9579,0,0.0,1.9,1
20220730,10,102,Clothing,10,84,45,67.01,72.85,40.2,26.8,40.0,72.84,1.0419,0,0.0,7.64,0
20220731,10,102,Clothing,13,49,45,77.24,88.83,46.35,30.9,40.0,78.47,1.0717,0,0.0,3.5,0
20220801,10,102,Clothing,19,56,45,24.14,30.07,14.49,9.66,40.0,26.15,1.1138,0,0.0,2.8,0
20220802,10,102,Clothing,11,35,45,70.55,82.58,42.33,28.22,40.0,68.35,1.0812,1,32.03,2.92,1
20220803,10,102,Clothing,11,34,45,52.54,59.35,31.52,21.02,40.0,48.26,1.0618,0,0.0,2.83,1
20220804,10,102,Clothing,14,55,45,50.9,50.61,30.54,20.36,40.0,47.51,0.9961,0,0.0,3.67,0
20220805,10,102,Clothing,13,6,45,77.36,84.77,46.42,30.94,40.0,73.4,1.0461,0,0.0,0.43,1
20220806,10,102,Clothing,10,78,45,46.27,56.07,27.76,18.51,40.0,48.42,1.0996,0,0.0,7.09,0
20220807,10,102,Clothing,11,59,45,48.21,45.7,28.93,19.29,40.0,46.28,0.9726,1,29.05,4.92,0
20220808,10,102,Clothing,11,64,45,82.54,88.01,49.53,33.02,40.0,84.12,1.0319,0,0.0,5.33,0
20220809,10,102,Clothing,9,89,45,52.01,49.93,31.21,20.81,40.0,53.33,0.9788,1,29.31,8.9,0
20220810,10,102,Clothing,16,34,45,37.78,38.56,22.67,15.11,40.0,37.83,1.0089,0,0.0,2.0,1
20220811,10,102,Clothing,10,83,45,110.16,96.58,66.1,44.06,40.0,99.57,0.9359,0,0.0,7.55,0
20220812,10,102,Clothing,14,31,45,100.41,95.37,60.24,40.16,40.0,99.51,0.9741,0,0.0,2.07,1
20220813,10,102,Clothing,11,87,45,15.15,15.63,9.09,6.06,40.0,14.45,1.0125,0,0.0,7.25,0
20220814,10,102,Clothing,17,76,45,41.42,47.55,24.85,16.57,40.0,39.24,1.0701,0,0.0,4.22,0
20220815,10,102,Clothing,13,37,45,82.66,85.54,49.59,33.06,40.0,83.34,1.0167,1,31.03,2.64,1
20220816,10,102,Clothing,10,81,45,22.99,19.74,13.79,9.19,40.0,25.27,0.9246,0,0.0,7.36,0
20220817,10,102,Clothing,15,31,45,57.78,56.3,34.67,23.11,40.0,60.32,0.9862,0,0.0,1.94,1
20220818,10,102,Clothing,11,62,45,19.47,21.94,11.68,7.79,40.0,21.08,1.059,0,0.0,5.17,0
20220819,10,102,Clothing,13,27,45,97.21,95.94,58.33,38.88,40.0,96.37,0.9929,1,37.9,1.93,1
20220820,10,102,Clothing,17,59,45,47.11,53.99,28.27,18.85,40.0,44.48,1.0693,0,0.0,3.28,0
20220821,10,102,Clothing,9,7,45,57.99,49.54,34.79,23.2,40.0,53.17,0.9235,0,0.0,0.7,1
20220822,10,102,Clothing,16,23,45,65.49,71.64,39.3,26.2,40.0,60.38,1.0451,0,0.0,1.35,1
20220823,10,102,Clothing,12,73,45,31.62,29.86,18.97,12.65,40.0,34.62,0.9701,1,22.38,5.62,0
20220824,10,102,Clothing,9,41,45,23.63,23.54,14.18,9.45,40.0,22.44,0.9961,0,0.0,4.1,1
20220825,10,102,Clothing,8,39,45,52.57,48.1,31.54,21.03,40.0,54.0,0.9556,1,16.2,4.33,1
20220826,10,102,Clothing,13,53,45,88.62,93.63,53.17,35.45,40.0,96.87,1.0273,0,0.0,3.79,0
20220827,10,102,Clothing,14,30,45,35.14,43.77,21.09,14.06,40.0,38.52,1.1145,0,0.0,2.0,1
20220828,10,102,Clothing,13,57,45,63.44,78.07,38.06,25.38,40.0,65.0,1.1085,0,0.0,4.07,0
20220829,10,102,Clothing,9,74,45,51.34,46.34,30.8,20.54,40.0,51.55,0.9491,1,12.42,7.4,0
20220830,10,102,Clothing,13,7,45,77.61,72.15,46.57,31.04,40.0,82.66,0.9636,0,0.0,0.5,1
20220831,10,102,Clothing,9,15,45,35.99,32.08,21.6,14.4,40.0,33.71,0.9427,0,0.0,1.5,1
20220901,10,102,Clothing,11,43,45,55.79,47.05,33.48,22.32,40.0,57.41,0.9174,1,38.81,3.58,1
20220902,10,102,Clothing,11,6,45,16.11,18.79,9.66,6.44,40.0,16.64,1.0767,0,0.0,0.5,1
20220903,10,102,Clothing,10,97,45,16.4,16.13,9.84,6.56,40.0,17.1,0.9887,0,0.0,8.82,0
20220904,10,102,Clothing,10,45,45,60.98,71.72,36.59,24.39,40.0,56.71,1.0836,0,0.0,4.09,1
20220905,10,102,Clothing,11,16,45,34.07,29.65,20.44,13.63,40.0,34.8,0.9316,1,29.29,1.33,1
20220906,10,102,Clothing,11,88,45,82.53,79.82,49.52,33.01,40.0,82.56,0.9828,0,0.0,7.33,0
20220907,10,102,Clothing,9,54,45,67.42,79.05,40.45,26.97,40.0,69.71,1.0819,0,0.0,5.4,0
20220908,10,102,Clothing,11,51,45,34.14,37.16,20.48,13.66,40.0,33.78,1.0418,1,10.48,4.25,0
20220909,10,102,Clothing,10,19,45,79.8,67.38,47.88,31.92,40.0,75.54,0.9183,0,0.0,1.73,1
20220910,10,102,Clothing,10,64,45,38.03,35.03,22.82,15.21,40.0,36.42,0.9586,0,0.0,5.82,0
20220911,10,102,Clothing,13,18,45,24.48,24.94,14.69,9.79,40.0,24.88,1.0074,1,15.75,1.29,1
20220912,10,102,Clothing,12,34,45,52.27,55.34,31.36,20.91,40.0,55.91,1.0279,0,0.0,2.62,1
20220913,10,102,Clothing,6,37,45,54.9,55.11,32.94,21.96,40.0,58.54,1.001,0,0.0,5.29,1
20220914,10,102,Clothing,7,38,45,43.19,43.33,25.91,17.28,40.0,41.76,1.0005,1,17.17,4.75,1
20220915,10,102,Clothing,12,94,45,88.23,95.69,52.94,35.29,40.0,82.42,1.0408,0,0.0,7.23,0
20220916,10,102,Clothing,9,16,45,35.38,32.89,21.23,14.15,40.0,33.96,0.9628,0,0.0,1.6,1
20220917,10,102,Clothing,12,36,45,39.13,42.94,23.48,15.65,40.0,37.13,1.0462,0,0.0,2.77,1
20220918,10,102,Clothing,14,59,45,70.2,79.56,42.12,28.08,40.0,71.1,1.0638,0,0.0,3.93,0
20220919,10,102,Clothing,10,30,45,64.09,78.07,38.45,25.64,40.0,68.17,1.1028,0,0.0,2.73,1
20220920,10,102,Clothing,7,33,45,34.53,30.6,20.72,13.81,40.0,31.95,0.94,0,0.0,4.12,1
20220921,10,102,Clothing,10,28,45,47.39,56.91,28.43,18.96,40.0,51.6,1.0947,0,0.0,2.55,1
20220922,10,102,Clothing,6,30,45,54.94,46.98,32.96,21.97,40.0,54.87,0.9239,0,0.0,4.29,1
20220923,10,102,Clothing,10,90,45,19.9,18.23,11.94,7.96,40.0,18.12,0.9548,1,10.12,8.18,0
20220924,10,102,Clothing,10,91,45,112.04,99.95,67.22,44.82,40.0,103.42,0.9441,0,0.0,8.27,0
20220925,10,102,Clothing,14,33,45,63.11,71.69,37.87,25.24,40.0,63.61,1.065,1,10.54,2.2,1
20220926,10,102,Clothing,11,94,45,22.85,23.7,13.71,9.14,40.0,23.0,1.0162,0,0.0,7.83,0
20220927,10,102,Clothing,11,15,45,107.85,98.39,64.71,43.14,40.0,113.96,0.9547,0,0.0,1.25,1
20220928,10,102,Clothing,11,67,45,58.25,58.54,34.95,23.3,40.0,60.26,1.0017,0,0.0,5.58,0
20220929,10,102,Clothing,10,79,45,76.77,76.61,46.06,30.71,40.0,69.59,0.9983,0,0.0,7.18,0
20220930,10,102,Clothing,10,54,45,65.35,76.48,39.21,26.14,40.0,68.35,1.081,0,0.0,4.91,0
20221001,10,102,Clothing,11,39,45,19.84,20.24,11.9,7.94,40.0,18.08,1.0076,1,11.58,3.25,1
20221002,10,102,Clothing,11,90,45,56.04,68.2,33.63,22.42,40.0,50.55,1.1021,0,0.0,7.5,0
20221003,10,102,Clothing,13,19,45,59.31,63.59,35.59,23.72,40.0,60.42,1.0346,0,0.0,1.36,1
20221004,10,102,Clothing,8,10,45,29.57,24.89,17.74,11.83,40.0,28.13,0.9159,1,13.03,1.11,1
20221005,10,102,Clothing,11,83,45,38.3,31.92,22.98,15.32,40.0,39.77,0.9117,0,0.0,6.92,0
20221006,10,102,Clothing,8,38,45,40.58,35.69,24.35,16.23,40.0,40.75,0.9367,0,0.0,4.22,1
20221007,10,102,Clothing,12,86,45,93.91,80.22,56.35,37.56,40.0,90.45,0.9237,0,0.0,6.62,0
20221008,10,102,Clothing,7,9,45,84.3,72.95,50.58,33.72,40.0,77.63,0.9297,0,0.0,1.12,1
20221009,10,102,Clothing,12,30,45,60.77,59.22,36.46,24.31,40.0,56.54,0.9863,0,0.0,2.31,1
20221010,10,102,Clothing,9,82,45,65.81,75.11,39.49,26.32,40.0,61.55,1.0675,0,0.0,8.2,0
20221011,10,102,Clothing,10,29,45,19.77,20.98,11.86,7.91,40.0,20.08,1.0277,0,0.0,2.64,1
20221012,10,102,Clothing,13,15,45,54.01,62.1,32.41,21.61,40.0,53.14,1.0712,0,0.0,1.07,1
20221013,10,102,Clothing,10,38,45,63.45,71.6,38.07,25.38,40.0,64.01,1.0614,0,0.0,3.45,1
20221014,10,102,Clothing,11,82,45,82.73,79.34,49.64,33.09,40.0,75.88,0.9787,0,0.0,6.83,0
20221015,10,102,Clothing,9,78,45,27.85,29.79,16.71,11.14,40.0,27.3,1.0323,0,0.0,7.8,0
20221016,10,102,Clothing,9,14,45,72.09,67.66,43.25,28.84,40.0,71.7,0.9682,0,0.0,1.4,1
20221017,10,102,Clothing,11,52,45,30.73,31.2,18.44,12.29,40.0,30.73,1.006,0,0.0,4.33,0
20221018,10,102,Clothing,8,77,45,21.44,23.28,12.87,8.58,40.0,22.15,1.0395,0,0.0,8.56,0
20221019,10,102,Clothing,12,76,45,101.9,86.02,61.14,40.76,40.0,96.92,0.9183,0,0.0,5.85,0
20221020,10,102,Clothing,12,31,45,76.13,86.71,45.68,30.45,40.0,69.47,1.0665,0,0.0,2.38,1
20221021,10,102,Clothing,14,21,45,45.21,52.78,27.13,18.08,40.0,44.6,1.0792,0,0.0,1.4,1
20221022,10,102,Clothing,12,57,45,45.8,53.44,27.48,18.32,40.0,50.32,1.079,0,0.0,4.38,0
20221023,10,102,Clothing,10,50,45,42.72,39.97,25.63,17.09,40.0,44.64,0.9661,0,0.0,4.55,0
20221024,10,102,Clothing,14,42,45,79.68,81.55,47.81,31.87,40.0,80.72,1.011,0,0.0,2.8,1
20221025,10,102,Clothing,10,83,45,15.26,16.15,9.16,6.11,40.0,16.21,1.0253,0,0.0,7.55,0
20221026,10,102,Clothing,8,64,45,63.63,59.56,38.18,25.45,40.0,59.74,0.9668,0,0.0,7.11,0
20221027,10,102,Clothing,9,10,45,34.8,41.74,20.88,13.92,40.0,35.62,1.0936,0,0.0,1.0,1
20221028,10,102,Clothing,11,16,45,57.94,61.39,34.76,23.17,40.0,62.24,1.0285,0,0.0,1.33,1
20221029,10,102,Clothing,12,40,45,93.74,98.21,56.25,37.5,40.0,93.91,1.023,0,0.0,3.08,1
20221030,10,102,Clothing,11,34,45,67.91,78.3,40.75,27.16,40.0,70.15,1.073,1,30.16,2.83,1
20221031,10,102,Clothing,7,56,45,77.45,69.01,46.47,30.98,40.0,70.84,0.9433,0,0.0,7.0,0
20221101,10,102,Clothing,9,59,45,102.09,98.3,61.25,40.83,40.0,107.72,0.9808,0,0.0,5.9,0
20221102,10,102,Clothing,10,81,45,62.69,53.04,37.61,25.08,40.0,64.87,0.9191,1,23.97,7.36,0
20221103,10,102,Clothing,16,31,45,34.99,35.42,21.0,14.0,40.0,35.92,1.0047,0,0.0,1.82,1
20221104,10,102,Clothing,7,77,45,23.45,20.11,14.07,9.38,40.0,22.01,0.924,0,0.0,9.62,0
20221105,10,102,Clothing,12,58,45,73.33,72.58,44.0,29.33,40.0,74.81,0.9942,0,0.0,4.46,0
20221106,10,102,Clothing,15,75,45,15.61,17.37,9.36,6.24,40.0,16.01,1.0515,0,0.0,4.69,0
20221107,10,102,Clothing,9,85,45,71.24,78.12,42.75,28.5,40.0,74.48,1.0465,0,0.0,8.5,0
20221108,10,102,Clothing,11,31,45,26.33,26.94,15.8,10.53,40.0,25.43,1.0097,0,0.0,2.58,1
20221109,10,102,Clothing,10,24,45,94.31,87.84,56.59,37.73,40.0,102.99,0.9646,0,0.0,2.18,1
20221110,10,102,Clothing,13,42,45,48.11,59.43,28.86,19.24,40.0,48.22,1.1103,0,0.0,3.0,1
20221111,10,102,Clothing,11,77,45,17.93,19.06,10.76,7.17,40.0,17.26,1.0281,0,0.0,6.42,0
20221112,10,102,Clothing,13,83,45,88.48,80.87,53.09,35.39,40.0,88.57,0.9555,0,0.0,5.93,0
20221113,10,102,Clothing,11,66,45,44.91,54.55,26.95,17.96,40.0,46.98,1.1009,0,0.0,5.5,0
20221114,10,102,Clothing,7,90,45,81.44,81.67,48.87,32.58,40.0,85.27,1.0008,0,0.0,11.25,0
20221115,10,102,Clothing,16,27,45,47.09,56.72,28.25,18.84,40.0,43.46,1.0963,1,25.89,1.59,1
20221116,10,102,Clothing,16,24,45,30.6,37.85,18.36,12.24,40.0,27.74,1.1104,0,0.0,1.41,1
20221117,10,102,Clothing,9,58,45,72.24,60.83,43.34,28.9,40.0,73.74,0.917,1,12.84,5.8,0
20221118,10,102,Clothing,11,60,45,17.79,17.79,10.67,7.11,40.0,16.69,0.9974,0,0.0,5.0,0
20221119,10,102,Clothing,9,34,45,40.4,49.49,24.24,16.16,40.0,44.03,1.1054,0,0.0,3.4,1
20221120,10,102,Clothing,11,95,45,69.04,83.97,41.42,27.62,40.0,63.11,1.1021,0,0.0,7.92,0
20221121,10,102,Clothing,12,66,45,85.2,80.14,51.12,34.08,40.0,87.76,0.9693,0,0.0,5.08,0
20221122,10,102,Clothing,14,80,45,68.96,67.87,41.38,27.58,40.0,63.81,0.9914,0,0.0,5.33,0
20221123,10,102,Clothing,13,52,45,58.76,56.01,35.25,23.5,40.0,62.72,0.9755,0,0.0,3.71,0
20221124,10,102,Clothing,13,75,45,31.85,38.54,19.11,12.74,40.0,31.28,1.0984,0,0.0,5.36,0
20221125,10,102,Clothing,12,85,45,82.76,97.11,49.66,33.11,40.0,90.43,1.0826,0,0.0,6.54,0
20221126,10,102,Clothing,11,77,45,112.04,98.59,67.22,44.82,40.0,102.74,0.9376,0,0.0,6.42,0
20221127,10,102,Clothing,12,43,45,93.96,80.58,56.37,37.58,40.0,88.44,0.9256,0,0.0,3.31,1
20221128,10,102,Clothing,16,97,45,14.71,17.59,8.83,5.88,40.0,13.92,1.0898,0,0.0,5.71,0
20221129,10,102,Clothing,10,79,45,91.58,76.81,54.95,36.63,40.0,91.06,0.9153,0,0.0,7.18,0
20221130,10,102,Clothing,10,25,45,84.29,72.47,50.58,33.72,40.0,76.28,0.9267,0,0.0,2.27,1
20221201,10,102,Clothing,14,92,45,52.35,46.06,31.41,20.94,40.0,50.53,0.9371,0,0.0,6.13,0
20221202,10,102,Clothing,12,33,45,107.43,93.65,64.46,42.97,40.0,98.01,0.9332,0,0.0,2.54,1
20221203,10,102,Clothing,7,34,45,80.79,67.99,48.47,32.31,40.0,80.7,0.9168,1,26.77,4.25,1
20221204,10,102,Clothing,15,96,45,49.52,57.74,29.71,19.81,40.0,52.0,1.0786,0,0.0,6.0,0
20221205,10,102,Clothing,14,97,45,51.51,56.12,30.9,20.6,40.0,49.27,1.0428,0,0.0,6.47,0
20221206,10,102,Clothing,8,6,45,68.28,65.46,40.97,27.31,40.0,69.34,0.9784,0,0.0,0.67,1
20221207,10,102,Clothing,7,93,45,48.84,45.28,29.31,19.54,40.0,51.26,0.9618,0,0.0,11.62,0
20221208,10,102,Clothing,17,85,45,46.38,53.45,27.83,18.55,40.0,42.47,1.0723,0,0.0,4.72,0
20221209,10,102,Clothing,16,93,45,84.65,93.2,50.79,33.86,40.0,87.4,1.0487,0,0.0,5.47,0
20221210,10,102,Clothing,8,26,45,89.34,89.27,53.6,35.74,40.0,87.73,0.9991,0,0.0,2.89,1
20221211,10,102,Clothing,13,28,45,16.81,19.18,10.08,6.72,40.0,17.46,1.065,0,0.0,2.0,1
20221212,10,102,Clothing,17,67,45,53.59,56.04,32.15,21.43,40.0,49.49,1.0217,0,0.0,3.72,0
20221213,10,102,Clothing,19,88,45,96.31,93.26,57.78,38.52,40.0,90.77,0.9836,0,0.0,4.4,0
20221214,10,102,Clothing,16,74,45,50.0,55.35,30.0,20.0,40.0,54.0,1.0511,0,0.0,4.35,0
20221215,10,102,Clothing,13,69,45,26.38,31.61,15.83,10.55,40.0,24.28,1.0925,0,0.0,4.93,0
20221216,10,102,Clothing,14,94,45,30.33,31.97,18.2,12.13,40.0,28.51,1.0251,0,0.0,6.27,0
20221217,10,102,Clothing,15,50,45,63.2,59.58,37.92,25.28,40.0,59.05,0.9702,0,0.0,3.12,0
20221218,10,102,Clothing,15,43,45,75.55,73.89,45.33,30.22,40.0,74.61,0.9884,0,0.0,2.69,1
20221219,10,102,Clothing,18,14,45,72.3,61.69,43.38,28.92,40.0,71.57,0.9231,0,0.0,0.74,1
20221220,10,102,Clothing,11,71,45,82.32,82.5,49.39,32.93,40.0,75.58,1.0005,0,0.0,5.92,0
20221221,10,102,Clothing,9,86,45,40.72,37.36,24.43,16.29,40.0,39.25,0.9568,0,0.0,8.6,0
20221222,10,102,Clothing,13,30,45,34.19,35.35,20.51,13.67,40.0,31.79,1.0153,1,31.88,2.14,1
20221223,10,102,Clothing,13,65,45,59.05,62.58,35.43,23.62,40.0,63.69,1.0286,0,0.0,4.64,0
20221224,10,102,Clothing,17,86,45,47.45,43.22,28.47,18.98,40.0,50.22,0.9534,0,0.0,4.78,0
20221225,10,102,Clothing,18,81,45,80.38,69.94,48.23,32.15,40.0,76.42,0.9322,0,0.0,4.26,0
20221226,10,102,Clothing,17,79,45,63.57,59.84,38.14,25.43,40.0,68.2,0.9695,0,0.0,4.39,0
20221227,10,102,Clothing,11,47,45,59.68,74.0,35.81,23.87,40.0,56.19,1.1126,0,0.0,3.92,0
20221228,10,102,Clothing,11,46,45,80.44,83.26,48.26,32.17,40.0,85.31,1.0168,0,0.0,3.83,0
20221229,10,102,Clothing,17,6,45,83.02,77.98,49.81,33.21,40.0,79.78,0.9685,1,10.12,0.33,1
20221230,10,102,Clothing,13,53,45,33.03,34.31,19.82,13.21,40.0,35.0,1.0177,0,0.0,3.79,0
20221231,10,102,Clothing,15,26,45,31.88,35.79,19.13,12.75,40.0,30.09,1.0578,1,10.38,1.62,1
20230101,10,102,Clothing,8,11,45,30.39,28.09,18.24,12.16,40.0,30.2,0.9597,0,0.0,1.22,1
20230102,10,102,Clothing,18,76,45,104.44,90.38,62.66,41.78,40.0,95.87,0.9298,0,0.0,4.0,0
20230103,10,102,Clothing,16,86,45,82.27,83.62,49.36,32.91,40.0,74.22,1.0076,0,0.0,5.06,0
20230104,10,102,Clothing,12,92,45,30.03,28.18,18.02,12.01,40.0,32.66,0.967,0,0.0,7.08,0
20230105,10,102,Clothing,16,14,45,25.32,24.63,15.19,10.13,40.0,27.82,0.9843,0,0.0,0.82,1
20230106,10,102,Clothing,9,26,45,25.49,21.3,15.3,10.2,40.0,25.59,0.9122,0,0.0,2.6,1
20230107,10,102,Clothing,12,95,45,35.33,29.81,21.2,14.13,40.0,37.71,0.9173,0,0.0,7.31,0
20230108,10,102,Clothing,13,74,45,91.41,99.93,54.85,36.56,40.0,83.45,1.045,0,0.0,5.29,0
